일시,합계,부산,경인,충남,전북,전남,강원,경북,경남,제주
1970-12-31,883,677,1,1,10,21,109,64
1975-12-31,6563,3960,4,38,4,2465,92
1980-12-31,565,275,18,135,1,29,65,25,17
1985-12-31,15702,12565,22,182,9,449,2118,357
1986-12-31,7018,2732,18,196,207,1818,1816,231
1987-12-31,13916,4357,12,1,382,1124,5547,2197,296
1988-12-31,39745,30096,14,2839,591,1856,3018,1331
1989-12-31,22969,10461,2,721,1949,7969,945,922
1990-12-31,16586,13522,3,520,35,349,1277,880
1991-12-31,15923,11279,79,574,68,156,3130,637
1992-12-31,26533,20459,2,250,344,645,3668,1165
1993-12-31,38095,29176,8,16,1258,2,625,5810,1200
1994-12-31,38433,28931,1363,22,159,6831,1127
1995-12-31,12269,7939,324,1,773,2441,791
1996-12-31,14542,10763,1,547,2,39,2177,1013
1997-12-31,22766,14462,136,141,2339,4049,1639
1998-12-31,22132,16752,477,50,134,3515,1204
1999-12-31,13552,7926,909,21,355,2522,1819
2000-12-31,19510,15659,18,99,2443,1291
2001-12-31,17537,9951,1,1504,1245,3659,1177
2002-12-31,26037,18021,563,424,5321,1708
2003-12-31,20454,12665,146,2085,3991,1567
2004-12-31,25513,17035,359,704,5895,1520
2005-12-31,42608,26250,326,2,946,13599,1485
2006-12-31,23227,17755,51,2,272,4541,606
2007-12-31,19089,10381,4,237,159,794,7083,431
2008-12-31,22752,13708,313,45,1346,6845,495
2009-12-31,22087,11334,471,431,2811,6341,699
2010-12-31,19305,10269,361,61,1358,6758,498
2011-12-31,42853,37247,313,11,131,4104,1047
2012-12-31,31098,26436,98,104,951,3014,495
2013-12-31,15072,7328,144,144,1108,5557,792
2014-12-31,24014,14514,134,161,2788,5723,694
2015-12-31,43362,33409,152,98,719,8204,780
2016-12-31,21620,12095,199,334,1581,6648,762
2017-12-31,21294,9587,1,586,538,1835,7614,1134
