date,predicted_mean
2023-01-01,17.30230912209625
2023-02-01,16.236663732105136
2023-03-01,16.212358295924943
2023-04-01,17.497249152107052
2023-05-01,18.62997386588949
2023-06-01,21.361738401677325
2023-07-01,26.031413084844218
2023-08-01,29.28470194727512
2023-09-01,25.92408588211356
2023-10-01,23.455203630618662
2023-11-01,19.068922763594497
2023-12-01,16.941736712706174
